brand_store,product_count,review_count,median_price,median_rating,mean_rating,median_reviews_per_product,review_share
Bds,6,143,,3.05,3.1166666666666667,18.5,4.827522414220328e-05
Sainellor,6,143,32.99,3.75,3.683333333333333,18.0,4.827522414220328e-05
AKASO,3,143,,3.8,3.9,30.0,4.827522414220328e-05
Aresrora,6,142,19.99,4.25,4.216666666666667,3.0,4.793763516218787e-05
Riot Project,3,142,,3.5,3.6333333333333333,42.0,4.793763516218787e-05
1Mii,8,141,29.99,3.95,3.9,15.5,4.7600046182172464e-05
TZS,4,141,29.99,3.95,4.0249999999999995,18.5,4.7600046182172464e-05
COMSOON,3,141,,3.9,3.8333333333333335,46.0,4.7600046182172464e-05
Amberetech,6,140,,3.6500000000000004,3.65,11.5,4.726245720215706e-05
ECS,5,140,32.45,3.6,3.4800000000000004,9.0,4.726245720215706e-05
Jaras,5,140,,3.2,3.12,16.0,4.726245720215706e-05
Saimly,4,140,,3.1,3.175,7.0,4.726245720215706e-05
SoundBeast,4,140,19.95,3.8499999999999996,3.925,29.5,4.726245720215706e-05
VOFUOE,22,139,11.49,3.4,3.186363636363636,3.0,4.692486822214165e-05
eBerry,7,139,,3.6,3.414285714285714,11.0,4.692486822214165e-05
WixGear,5,139,23.99,4.1,4.220000000000001,20.0,4.692486822214165e-05
Importer520,86,138,,3.4,3.4,1.0,4.658727924212624e-05
Hoseili,35,137,46.535,3.5,3.525714285714286,4.0,4.6249690262110833e-05
Roland,10,137,134.2,4.45,4.48,2.5,4.6249690262110833e-05
Jabees,7,137,49.99,3.7,3.685714285714286,3.0,4.6249690262110833e-05
WOOZIK,31,136,19.99,3.4,3.5290322580645164,2.0,4.5912101282095426e-05
XZC,9,136,29.065,4.3,4.344444444444445,4.0,4.5912101282095426e-05
AudioVideo2go,7,136,35.0,4.3,4.3,5.0,4.5912101282095426e-05
Level Black,5,136,,3.8,3.5799999999999996,15.0,4.5912101282095426e-05
COSPOR,17,135,,3.5,3.3705882352941177,2.0,4.557451230208002e-05
BGJOY,13,135,17.99,3.9,4.076923076923077,2.0,4.557451230208002e-05
BestDealUSA,12,135,,3.1,3.016666666666667,4.0,4.557451230208002e-05
Crave,5,135,24.99,3.5,3.5799999999999996,20.0,4.557451230208002e-05
GIIKNEW,5,135,,3.9,3.8,7.0,4.557451230208002e-05
MR.ICE,5,135,,3.2,3.3200000000000003,7.0,4.557451230208002e-05
miccus,3,135,,4.0,3.8000000000000003,22.0,4.557451230208002e-05
Sharper Image,21,134,,2.7,2.5619047619047617,1.0,4.523692332206461e-05
SWMIUSK,9,134,13.49,3.8,3.5555555555555554,4.0,4.523692332206461e-05
leegoal,6,134,,3.25,3.3000000000000003,6.0,4.523692332206461e-05
Gumdrop Cases,4,134,14.95,4.15,4.15,29.0,4.523692332206461e-05
GUNING,3,134,51.49,4.3,4.3,31.0,4.523692332206461e-05
Vive Comb,3,134,,3.6,3.466666666666667,42.0,4.523692332206461e-05
iqua,13,133,,3.6,3.3846153846153846,3.0,4.48993343420492e-05
Prtukyt,10,133,,3.6500000000000004,3.8200000000000003,9.0,4.48993343420492e-05
CSOOPAR,6,133,,4.25,4.233333333333333,4.5,4.48993343420492e-05
HeadGear,5,133,7.99,3.1,3.4200000000000004,1.0,4.48993343420492e-05
Parasom,5,133,,3.8,3.7399999999999998,15.0,4.48993343420492e-05
Wasart,5,133,29.99,4.4,4.4399999999999995,25.0,4.48993343420492e-05
GTMax,22,132,,3.05,3.1,2.5,4.4561745362033795e-05
Stanton,9,132,52.489999999999995,3.7,3.6555555555555554,3.0,4.4561745362033795e-05
Turtle Beach,7,132,41.0,3.6,3.457142857142857,2.0,4.4561745362033795e-05
hadbleng,5,132,22.98,4.5,4.5,11.0,4.4561745362033795e-05
A-Audio,4,132,176.45,3.3,3.375,24.0,4.4561745362033795e-05
aelec,4,132,,3.8499999999999996,3.8499999999999996,33.5,4.4561745362033795e-05
ReeRay,3,132,39.3,3.8,3.766666666666667,52.0,4.4561745362033795e-05
ABLEGRID,9,131,,3.8,3.7777777777777777,17.0,4.4224156382018394e-05
Damipow,6,131,44.95,3.6500000000000004,3.716666666666667,13.5,4.4224156382018394e-05
LUX ACCESSORIES,4,131,14.95,3.8,3.725,24.5,4.4224156382018394e-05
Happy Plugs,48,130,79.99,3.8,3.702083333333333,2.0,4.3886567402002986e-05
ELOVEN,24,130,21.49,3.55,3.2083333333333335,2.0,4.3886567402002986e-05
SOMIC,16,130,,3.8,3.725,2.0,4.3886567402002986e-05
Diivoo,9,130,,3.5,3.755555555555555,6.0,4.3886567402002986e-05
ICESOMNUS,8,130,89.99,3.55,3.6375,4.5,4.3886567402002986e-05
wedoking,4,130,45.99,3.5,3.475,31.0,4.3886567402002986e-05
TOHUNZO,3,130,68.99,3.8,3.766666666666667,9.0,4.3886567402002986e-05
EFOSHM,4,129,,3.8,3.95,20.0,4.354897842198758e-05
ACCTREND,3,129,,3.1,3.1666666666666665,34.0,4.354897842198758e-05
SDFLAYER,36,128,,3.95,4.1194444444444445,1.5,4.321138944197217e-05
Deal Maniac,13,128,19.95,3.7,3.630769230769231,3.0,4.321138944197217e-05
Veho,11,128,29.95,3.7,3.3545454545454545,2.0,4.321138944197217e-05
WESADN,18,127,18.49,3.1500000000000004,3.2944444444444443,3.0,4.287380046195676e-05
SADES,13,127,,3.4,3.430769230769231,6.0,4.287380046195676e-05
TTPOD,10,127,,3.2,3.3,6.0,4.287380046195676e-05
Able Planet,7,127,,3.3,3.3428571428571425,17.0,4.287380046195676e-05
Joyphy,7,127,,3.5,3.3714285714285714,14.0,4.287380046195676e-05
YooZoo,4,127,,3.7,3.575,7.5,4.287380046195676e-05
xtremtec,4,127,24.49,4.0,3.9749999999999996,23.5,4.287380046195676e-05
Spider Man,3,127,16.21,3.9,3.8333333333333335,58.0,4.287380046195676e-05
KANEN,14,126,,4.0,3.892857142857143,1.5,4.2536211481941355e-05
itkidboy,5,126,,4.2,4.2,23.0,4.2536211481941355e-05
Gsebr,28,125,,3.75,3.9035714285714285,3.5,4.219862250192595e-05
RevoNext,26,125,14.99,4.1,4.084615384615384,3.0,4.219862250192595e-05
Section 8,25,125,31.3,3.9,3.728,5.0,4.219862250192595e-05
Sudio,16,124,89.0,3.8,3.68125,2.5,4.186103352191054e-05
iWorld,9,124,9.99,3.4,3.1444444444444444,4.0,4.186103352191054e-05
COUMI,5,124,,3.9,4.0,15.0,4.186103352191054e-05
ICONNTECHS IT,5,124,,3.6,3.4799999999999995,15.0,4.186103352191054e-05
ABSOKE,8,123,,4.5,4.4125,15.0,4.152344454189513e-05
BD&M,6,123,9.469999999999999,4.0,3.8833333333333333,19.5,4.152344454189513e-05
Snowwicase,6,123,,4.1,4.1,6.0,4.152344454189513e-05
BANIGIPA,5,123,24.99,4.2,4.0600000000000005,16.0,4.152344454189513e-05
ELEVOC,4,123,39.99,3.7,3.825,23.0,4.152344454189513e-05
pamu,13,122,59.99,3.5,3.5615384615384613,4.0,4.1185855561879724e-05
KEF,11,122,269.78000000000003,3.8,3.790909090909091,4.0,4.1185855561879724e-05
leqingchun,5,122,17.99,4.1,4.2,3.0,4.1185855561879724e-05
AXIL,3,122,249.1,3.8,4.0,3.0,4.1185855561879724e-05
Thermaltake,3,122,,3.5,3.466666666666667,28.0,4.1185855561879724e-05
AUOUA Life On Music,15,121,13.38,3.7,3.8266666666666667,6.0,4.0848266581864316e-05
Deuomerk,4,121,,4.7,4.75,1.5,4.0848266581864316e-05
Morpheus 360,13,120,49.99,3.8,3.6846153846153844,8.0,4.051067760184891e-05
AcousticSheep,11,120,,3.3,3.5545454545454547,6.0,4.051067760184891e-05
Rotibox,11,120,7.99,3.1,3.0,5.0,4.051067760184891e-05
iBasso,6,120,188.5,4.1,4.05,12.0,4.051067760184891e-05
EAVAN,4,120,15.989999999999998,3.95,4.025,23.0,4.051067760184891e-05
Viotek,8,119,14.99,3.65,3.5875,5.0,4.01730886218335e-05
JOYHOOSH,6,119,17.99,3.9,3.9,12.5,4.01730886218335e-05
ANRYZAN,4,119,9.99,4.1,4.074999999999999,9.5,4.01730886218335e-05
KURSO,22,118,,3.8499999999999996,4.072727272727272,1.0,3.983549964181809e-05
180s,11,118,16.99,3.5,3.309090909090909,5.0,3.983549964181809e-05
Wisezone,6,118,16.03,4.85,4.75,6.5,3.983549964181809e-05
miumiupop,5,118,10.99,4.3,4.12,2.0,3.983549964181809e-05
JekaDabe,4,118,,4.45,4.55,12.5,3.983549964181809e-05
NyPots,4,118,27.99,3.8,3.775,31.0,3.983549964181809e-05
Torteco,3,118,,4.1,3.8333333333333335,41.0,3.983549964181809e-05
Moear,21,117,,3.8,3.6523809523809527,2.0,3.9497910661802685e-05
iSound,16,117,22.85,3.6500000000000004,3.6125,4.5,3.9497910661802685e-05
Wackolee,6,117,,3.3,3.35,9.0,3.9497910661802685e-05
DaKuan,3,117,8.99,3.9,3.966666666666667,15.0,3.9497910661802685e-05
DUNU,14,116,,3.6500000000000004,3.557142857142857,1.5,3.916032168178728e-05
Altigo,12,116,11.995000000000001,3.3499999999999996,3.3166666666666664,8.0,3.916032168178728e-05
FIUPIA,7,116,16.99,4.6,4.5285714285714285,10.0,3.916032168178728e-05
LASMEX,7,116,,3.7,3.685714285714286,9.0,3.916032168178728e-05
SIHIVIVE,6,116,,3.8,3.85,14.5,3.916032168178728e-05
GOALSEN,4,116,26.99,3.8,3.775,15.0,3.916032168178728e-05
Jeecoo,4,116,,3.5,3.5,24.5,3.916032168178728e-05
Duracell,3,116,49.99,4.0,3.9,3.0,3.916032168178728e-05
Incase Designs,16,115,19.99,3.8499999999999996,3.9375,5.5,3.882273270177187e-05
Helix,14,115,14.09,3.4,3.1999999999999997,2.0,3.882273270177187e-05
LavaBeans,7,115,26.99,4.4,4.485714285714286,7.0,3.882273270177187e-05
Mad Catz,6,115,,3.8,3.8000000000000003,22.5,3.882273270177187e-05
super me,6,115,,4.1,4.1,11.5,3.882273270177187e-05
Nasudake,5,115,,4.1,3.4,10.0,3.882273270177187e-05
Moona,6,114,,3.8,3.75,18.0,3.848514372175646e-05
TunePhonik,4,114,,3.15,3.3,20.5,3.848514372175646e-05
USBNOVEL,4,114,,3.25,3.225,23.5,3.848514372175646e-05
Audiomate,14,113,20.99,3.5,3.5214285714285714,8.0,3.8147554741741054e-05
TIMMKOO,14,113,21.99,3.9,3.935714285714286,3.5,3.8147554741741054e-05
PopClik,13,113,12.99,3.5,3.4076923076923076,4.0,3.8147554741741054e-05
Motorheadphones,8,113,,3.3499999999999996,3.475,11.0,3.8147554741741054e-05
Digdiy,7,113,54.99,3.8,3.8857142857142857,6.0,3.8147554741741054e-05
ROCK,6,113,,3.8,3.9166666666666665,5.5,3.8147554741741054e-05
ALPHA BEATS,5,113,,3.5,3.5200000000000005,7.0,3.8147554741741054e-05
Usoun,3,113,,4.6,4.566666666666666,25.0,3.8147554741741054e-05
realme,15,112,43.19,4.1,4.006666666666667,3.0,3.780996576172565e-05
Asnrc,10,112,,3.7,3.59,5.5,3.780996576172565e-05
fujack,6,112,,3.6,3.5666666666666664,12.5,3.780996576172565e-05
Eumspo,4,112,19.99,4.2,4.3,23.5,3.780996576172565e-05
FICJEAD,16,111,9.99,3.9,3.95,2.0,3.747237678171024e-05
BEARTAIN,10,111,45.99,4.35,4.36,3.0,3.747237678171024e-05
SFABF,10,111,9.99,3.5,3.5799999999999996,5.0,3.747237678171024e-05
BlueLark,9,111,,4.1,4.055555555555555,8.0,3.747237678171024e-05
Nautica,9,111,,3.9,3.755555555555555,11.0,3.747237678171024e-05
Azeca,7,111,,3.1,3.3857142857142857,3.0,3.747237678171024e-05
HomeSpot,5,110,57.49,4.1,4.0200000000000005,25.0,3.713478780169483e-05
Aruind,4,110,35.99,4.0,4.0,28.0,3.713478780169483e-05
LOAKYO,4,110,16.98,4.35,4.35,11.5,3.713478780169483e-05
COOWIND,3,110,,3.9,3.8666666666666667,24.0,3.713478780169483e-05
FAAEAL,14,109,10.99,4.35,4.271428571428571,3.5,3.6797198821679423e-05
Crystal Case,12,109,,3.1,2.8666666666666667,7.5,3.6797198821679423e-05
Cellia,5,109,,3.4,3.6,29.0,3.6797198821679423e-05
MATEDSOUS,3,109,,3.9,3.8000000000000003,44.0,3.6797198821679423e-05
Vivitar,32,108,15.19,3.15,3.04375,1.5,3.6459609841664016e-05
Smoonigh,4,108,19.99,4.6,4.625,19.0,3.6459609841664016e-05
LINEARFLUX,3,108,89.0,3.8,3.9,51.0,3.6459609841664016e-05
AWEI,16,107,19.99,3.85,3.8875,3.0,3.612202086164861e-05
BACKWIN,15,107,16.54,4.0,3.9733333333333336,4.0,3.612202086164861e-05
KICKER,10,107,28.39,3.7,3.65,8.5,3.612202086164861e-05
yxiyxi,5,107,,3.6,3.5200000000000005,19.0,3.612202086164861e-05
Westinghouse,4,107,,3.5,3.55,21.5,3.612202086164861e-05
GGH,3,107,,3.6,3.6,25.0,3.612202086164861e-05
Sound-Squared,12,106,,3.4,3.533333333333333,2.5,3.57844318816332e-05
Race Day Electronics,5,106,57.489999999999995,3.8,3.88,13.0,3.57844318816332e-05
Voguish,5,106,,3.7,4.04,2.0,3.57844318816332e-05
Garrett,4,106,37.12,4.550000000000001,4.325,25.5,3.57844318816332e-05
IPXOZO,22,105,39.99,3.3499999999999996,3.7590909090909093,2.0,3.544684290161779e-05
HamiltonBuhl,15,105,21.475,4.0,3.52,3.0,3.544684290161779e-05
ELEVENSES,13,105,7.99,4.1,3.9384615384615382,1.0,3.544684290161779e-05
Sony Ericsson,13,105,24.220000000000002,3.5,3.4692307692307693,3.0,3.544684290161779e-05
Flashmen,3,105,28.99,3.9,4.066666666666666,48.0,3.544684290161779e-05
Joymiso,3,105,14.99,3.9,4.0,45.0,3.544684290161779e-05
Sonex,3,105,,4.2,4.233333333333333,48.0,3.544684290161779e-05
BIRUGEAR,21,104,,3.3,3.2571428571428576,2.0,3.5109253921602385e-05
LeeRay,16,104,,3.6,3.73125,1.5,3.5109253921602385e-05
WooAwesome,7,103,7.98,3.9,3.7285714285714286,3.0,3.477166494158698e-05
ACEFAST,5,103,59.99,4.3,4.24,6.0,3.477166494158698e-05
keephifi,23,102,25.99,4.2,4.078260869565217,2.0,3.443407596157157e-05
XNMOA,9,102,9.99,3.9,3.8777777777777778,9.0,3.443407596157157e-05
YUANBAI,4,102,14.99,4.05,4.05,25.5,3.443407596157157e-05
Vomach,3,102,,3.4,3.3333333333333335,15.0,3.443407596157157e-05
Mottenfalle,12,101,26.99,3.95,3.983333333333333,2.0,3.409648698155616e-05
Disney,8,101,15.99,3.8499999999999996,3.8,9.0,3.409648698155616e-05
Boltune,5,101,59.99,4.4,4.38,9.0,3.409648698155616e-05
gozanga,11,100,6.99,3.8,3.690909090909091,5.0,3.3758898001540754e-05
Redzeo,3,100,,4.2,4.233333333333333,29.0,3.3758898001540754e-05
AT&T,17,99,18.0,3.1,2.9058823529411764,2.0,3.3421309021525346e-05
The Macbeth Collection,6,99,,3.35,3.533333333333333,1.5,3.3421309021525346e-05
INSMY,3,99,24.99,3.6,3.6,21.0,3.3421309021525346e-05
Aerial7,24,98,19.99,3.4,3.4791666666666665,3.0,3.308372004150994e-05
LeBoomon,15,98,,3.1,3.08,5.0,3.308372004150994e-05
JL supply,4,98,,3.3499999999999996,3.35,21.0,3.308372004150994e-05
BCC & NM,49,97,,3.4,3.3040816326530615,1.0,3.274613106149453e-05
RUSAM,16,97,10.9,3.9,3.80625,3.5,3.274613106149453e-05
PWOW,7,97,,3.5,3.914285714285714,1.0,3.274613106149453e-05
Roman,5,97,,3.5,3.6399999999999997,18.0,3.274613106149453e-05
mimoday,4,97,,4.2,4.175,23.0,3.274613106149453e-05
Cystereo,3,97,49.035,4.0,3.8666666666666667,36.0,3.274613106149453e-05
Better,16,96,21.99,4.4,4.40625,2.0,3.240854208147912e-05
Artist Unknown,10,96,29.99,3.9,4.14,4.5,3.240854208147912e-05
TENNMAK,5,96,16.99,3.9,3.8,4.0,3.240854208147912e-05
LiMingGi,4,96,22.49,4.15,4.125,16.0,3.240854208147912e-05
ONITOON,4,96,13.989999999999998,3.8,3.95,14.0,3.240854208147912e-05
TXHUTSOG,4,96,14.489999999999998,3.7,3.875,5.5,3.240854208147912e-05
ROSKY,18,95,,4.35,4.061111111111111,2.5,3.2070953101463715e-05
Zeikos,13,95,76.54,3.6,3.353846153846154,3.0,3.2070953101463715e-05
Padmate,12,95,49.99,3.6500000000000004,3.3249999999999997,3.5,3.2070953101463715e-05
eBigValue,10,95,11.99,3.0,3.02,1.5,3.2070953101463715e-05
XKDUN,9,95,23.99,3.7,3.755555555555556,9.0,3.2070953101463715e-05
Criacr,5,95,,4.0,4.14,2.0,3.2070953101463715e-05
PineappleClothing,5,95,,2.9,2.8600000000000003,2.0,3.2070953101463715e-05
Emuael,4,95,28.990000000000002,4.35,4.45,25.0,3.2070953101463715e-05
DOTSOG,3,95,,3.6,3.466666666666667,3.0,3.2070953101463715e-05
duola,3,95,,3.8,3.733333333333333,24.0,3.2070953101463715e-05
Aircom,15,94,,3.5,3.4733333333333336,3.0,3.1733364121448314e-05
Spracht,10,94,53.0,3.6500000000000004,3.7299999999999995,5.0,3.1733364121448314e-05
GZCRDZ,5,94,28.99,3.1,3.02,11.0,3.1733364121448314e-05
Soundnetic,5,94,47.9,4.1,3.78,4.0,3.1733364121448314e-05
MTY,4,94,,3.45,3.475,11.0,3.1733364121448314e-05
YSSHUI,4,94,,3.9,3.7,25.0,3.1733364121448314e-05
Kargebay,3,94,20.99,3.7,3.5666666666666664,5.0,3.1733364121448314e-05
Motor Trend,8,93,,3.35,3.3875,6.0,3.1395775141432906e-05
Blue Microphones,5,93,169.99,3.6,3.46,17.0,3.1395775141432906e-05
SinFoxeon,5,93,12.79,4.1,4.1,7.0,3.1395775141432906e-05
Konnek Stein,4,93,13.739999999999998,4.2,4.125,21.0,3.1395775141432906e-05
AIRSEE,3,93,,3.6,3.5666666666666664,21.0,3.1395775141432906e-05
DNRPrime,39,92,14.99,3.3,3.423076923076923,1.0,3.10581861614175e-05
OYEALEX,12,92,30.490000000000002,4.0,3.8166666666666664,4.0,3.10581861614175e-05
Qisebin,8,92,40.22,4.05,3.675,14.5,3.10581861614175e-05
CAD Audio,6,92,89.95,3.25,3.266666666666667,4.5,3.10581861614175e-05
Gardway,4,92,25.99,3.6,3.55,15.0,3.10581861614175e-05
Modern-Life-Choice,4,92,,3.4,3.4,21.0,3.10581861614175e-05
APIE,3,92,,3.9,3.8666666666666667,6.0,3.10581861614175e-05
Zerone,19,91,19.18,3.4,3.1894736842105265,3.0,3.072059718140209e-05
VuyKoo,10,91,21.485,3.9,4.16,4.0,3.072059718140209e-05
BMTick,9,91,14.99,3.9,3.788888888888889,7.0,3.072059718140209e-05
Tapvos,7,91,64.99,4.3,4.128571428571428,9.0,3.072059718140209e-05
DAIXI,6,91,,3.55,3.5833333333333335,16.0,3.072059718140209e-05
EAORUL,6,91,38.49,4.25,4.216666666666666,14.0,3.072059718140209e-05
Jicjocy,6,91,32.99,4.55,4.45,20.5,3.072059718140209e-05
NIA,3,91,,3.6,3.733333333333333,22.0,3.072059718140209e-05
N\A,37,90,20.945,3.9,3.7432432432432434,1.0,3.038300820138668e-05
Megadream,9,90,,3.4,3.5444444444444443,6.0,3.038300820138668e-05
Lucid Audio,7,90,29.99,3.7,3.5285714285714285,8.0,3.038300820138668e-05
GM,4,90,74.99,3.95,3.9,5.5,3.038300820138668e-05
NUKied,4,90,77.98,4.3,4.15,24.0,3.038300820138668e-05
CANTENDO,3,90,10.99,2.9,2.9333333333333336,35.0,3.038300820138668e-05
Soniq USA,3,90,,3.5,3.4,20.0,3.038300820138668e-05
Kikkerland,24,89,8.16,3.0,3.4375,2.5,3.0045419221371272e-05
LowCostEarbuds.com,22,89,27.99,3.9,3.786363636363636,1.0,3.0045419221371272e-05
DAIRLE,11,89,,3.1,3.3454545454545452,6.0,3.0045419221371272e-05
OUCOMI,8,89,,3.2,3.375,4.5,3.0045419221371272e-05
SLuB,8,89,29.990000000000002,3.65,3.6375,8.0,3.0045419221371272e-05
NCREDIBLE,6,89,67.49,3.95,4.016666666666667,3.5,3.0045419221371272e-05
Diso,4,89,,4.05,4.05,12.0,3.0045419221371272e-05
taopod,4,89,19.99,4.35,4.35,19.0,3.0045419221371272e-05
I love e iFecco,6,88,34.99,4.15,4.1499999999999995,9.5,2.9707830241355864e-05
2CANZ,4,88,59.989999999999995,4.15,4.15,15.0,2.9707830241355864e-05
TANGMAI,4,88,25.494999999999997,3.9,3.85,10.5,2.9707830241355864e-05
AMIR,3,88,,3.6,3.766666666666667,42.0,2.9707830241355864e-05
ROVIIS,3,88,20.99,4.2,4.233333333333333,24.0,2.9707830241355864e-05
TONLOAD,3,87,,4.3,4.266666666666667,19.0,2.9370241261340457e-05
VOXOA,3,87,,3.2,3.6333333333333333,26.0,2.9370241261340457e-05
Arama,8,86,25.99,3.3,3.5375,13.0,2.903265228132505e-05
Glazata,8,86,,4.1,4.0125,3.0,2.903265228132505e-05
Werycall,6,86,,4.7,4.6000000000000005,4.0,2.903265228132505e-05
Ansee,4,86,,3.8499999999999996,3.875,22.5,2.903265228132505e-05
it.innovative technology,4,86,14.5,4.1,4.025,19.5,2.903265228132505e-05
selorr,4,86,,4.0,4.0,20.5,2.903265228132505e-05
AVWOO,3,86,,3.3,3.2999999999999994,28.0,2.903265228132505e-05
Hestom,3,86,,3.9,3.966666666666667,15.0,2.903265228132505e-05
LIERONT,3,86,,4.5,4.6000000000000005,5.0,2.903265228132505e-05
Audio Council,19,85,10.49,3.3,3.2526315789473683,2.0,2.869506330130964e-05
Craig,19,85,7.99,2.8,2.694736842105263,2.0,2.869506330130964e-05
Wireless Gear,11,85,29.990000000000002,3.2,3.1181818181818177,5.0,2.869506330130964e-05
Ammsia,7,85,,4.5,4.271428571428571,3.0,2.869506330130964e-05
AINOPE,5,85,,3.6,3.7399999999999998,3.0,2.869506330130964e-05
Tangostu,5,85,13.99,4.0,3.96,9.0,2.869506330130964e-05
Klacr,17,84,,3.4,3.4705882352941178,4.0,2.8357474321294237e-05
BearsFire,11,84,12.99,3.9,4.009090909090909,2.0,2.8357474321294237e-05
Dland,8,84,,3.3499999999999996,3.3875,9.0,2.8357474321294237e-05
Lavales,3,84,99.9,4.2,4.133333333333334,32.0,2.8357474321294237e-05
Origem,3,84,,3.8,3.8333333333333335,24.0,2.8357474321294237e-05
NM,68,83,,3.2,3.114705882352941,1.0,2.801988534127883e-05
Jensen,22,83,31.42,3.2,3.3636363636363638,2.0,2.801988534127883e-05
AILZPXX,17,83,13.49,4.1,4.088235294117647,3.0,2.801988534127883e-05
Ailsa Anne,7,83,,3.8,3.914285714285714,6.0,2.801988534127883e-05
aiskding,5,83,15.99,3.8,3.8600000000000003,14.0,2.801988534127883e-05
ToughTested,3,83,,3.8,3.8000000000000003,35.0,2.801988534127883e-05
Kraiovim,8,82,,3.9,3.975,8.5,2.768229636126342e-05
RadioShack,8,82,8.99,3.8,3.7,4.5,2.768229636126342e-05
ChenFec,7,82,21.48,4.3,4.171428571428572,4.0,2.768229636126342e-05
Futurebatt Inc,6,82,8.99,4.05,3.6666666666666665,11.5,2.768229636126342e-05
Agkey,5,82,19.99,3.7,3.72,11.0,2.768229636126342e-05
Reloop,14,81,144.48499999999999,3.8,3.857142857142857,2.5,2.7344707381248013e-05
Incipio,13,81,14.99,4.0,3.730769230769231,2.0,2.7344707381248013e-05
E ELESOUND,7,81,39.99,4.1,3.957142857142857,9.0,2.7344707381248013e-05
NVAHVA,5,81,14.989999999999998,3.8,3.84,18.0,2.7344707381248013e-05
Sonix,5,81,,3.7,3.78,7.0,2.7344707381248013e-05
homEdge,4,81,,4.05,3.9499999999999997,13.0,2.7344707381248013e-05
lionact,4,81,49.99,4.199999999999999,4.05,3.5,2.7344707381248013e-05
seenlast,4,81,,4.3,4.125,18.5,2.7344707381248013e-05
Nuheara,3,81,249.99,3.2,3.1,34.0,2.7344707381248013e-05
Zeadio,6,80,,3.25,3.25,1.5,2.7007118401232606e-05
EOZ AUDIO,5,80,,3.2,3.18,9.0,2.7007118401232606e-05
HECATE,4,80,104.99000000000001,2.95,3.1,16.0,2.7007118401232606e-05
Nixeus,4,80,,3.5,3.85,13.5,2.7007118401232606e-05
BRNEWO,3,80,24.99,3.7,3.8000000000000003,1.0,2.7007118401232606e-05
Hype,16,79,,3.2,3.2,2.0,2.6669529421217198e-05
Case Logic,14,79,9.0,2.9,2.6714285714285713,1.0,2.6669529421217198e-05
Dastone,12,79,,3.3499999999999996,3.3083333333333336,4.0,2.6669529421217198e-05
MCigmee,9,79,,3.1,3.1666666666666665,8.0,2.6669529421217198e-05
GE,8,79,25.189999999999998,3.3499999999999996,3.3375,5.0,2.6669529421217198e-05
IKG,6,79,19.99,4.25,4.283333333333333,13.5,2.6669529421217198e-05
Uber,6,79,17.19,3.95,4.083333333333333,2.0,2.6669529421217198e-05
HIFI WALKER,5,79,27.49,4.0,3.94,5.0,2.6669529421217198e-05
QIDAIZUOEN,4,79,19.99,4.05,4.025,22.0,2.6669529421217198e-05
GXNNDYMY,3,79,38.99,3.5,3.6666666666666665,26.0,2.6669529421217198e-05
autrebits,3,79,29.98,3.9,4.033333333333333,31.0,2.6669529421217198e-05
Body Glove,14,78,9.99,3.15,2.992857142857143,4.0,2.633194044120179e-05
DigiPower,11,78,29.99,3.5,3.290909090909091,3.0,2.633194044120179e-05
BYZ Direct,3,78,,3.5,3.5,35.0,2.633194044120179e-05
EastPin,3,78,,4.4,4.366666666666667,13.0,2.633194044120179e-05
KIROBO,3,78,,3.3,3.5,11.0,2.633194044120179e-05
ELZU.US,26,77,13.535,5.0,4.365384615384615,1.0,2.5994351461186382e-05
BGVP,16,77,,4.2,4.1125,2.0,2.5994351461186382e-05
Nillkin,8,77,39.99,4.1,4.025,3.5,2.5994351461186382e-05
Boost+,7,77,13.99,4.0,3.9857142857142853,10.0,2.5994351461186382e-05
Hmusic,6,77,13.99,4.05,4.116666666666666,15.5,2.5994351461186382e-05
DREAM SPORT,5,77,,3.8,3.6,17.0,2.5994351461186382e-05
KINWAL,4,77,,3.5,3.475,18.5,2.5994351461186382e-05
Marccch,4,77,,3.1500000000000004,3.275,16.0,2.5994351461186382e-05
Amazon,3,77,,3.5,3.9,31.0,2.5994351461186382e-05
SHARKK,3,77,,3.4,3.8000000000000003,24.0,2.5994351461186382e-05
Subjekt,16,76,,3.9,3.825,3.0,2.5656762481170975e-05
KIDdesigns,7,76,13.795000000000002,4.0,3.9857142857142853,11.0,2.5656762481170975e-05
JUSTRVN,4,76,14.89,4.05,4.05,11.5,2.5656762481170975e-05
Audimi,3,76,,4.0,4.033333333333334,5.0,2.5656762481170975e-05
DEEGO,3,76,17.89,4.4,4.4,8.0,2.5656762481170975e-05
DRIVE AUDIO,9,75,89.99,4.3,4.288888888888889,5.0,2.5319173501155567e-05
PXN,8,75,34.99,3.8,3.8375,4.5,2.5319173501155567e-05
Thohia,7,75,7.49,3.9,3.9857142857142853,11.0,2.5319173501155567e-05
SoundMounds,6,75,,3.2,3.1166666666666667,9.0,2.5319173501155567e-05
BNALU,5,75,,4.3,4.04,7.0,2.5319173501155567e-05
Audiovox Accessories Corporation,3,75,,3.5,3.6,3.0,2.5319173501155567e-05
Bingozones,3,75,33.99,4.1,3.966666666666667,24.0,2.5319173501155567e-05
Rokit Boost,3,75,,3.6,3.6,25.0,2.5319173501155567e-05
RLTEK,42,74,14.99,2.8499999999999996,2.7928571428571427,1.0,2.498158452114016e-05
ZOUKFOX,12,74,,3.5,3.4499999999999997,4.5,2.498158452114016e-05
PISEN,10,74,49.98,3.7,3.56,3.5,2.498158452114016e-05
